"Demographics_of_Angola","112"
"Politics_of_Angola","145"
"Economy_of_Angola","165"
"Communications_in_Angola","85"
"Transport_in_Angola","86"
"Angolan_Armed_Forces","112"
"Foreign_relations_of_Angola","101"
"Albert_Sidney_Johnston","162"
"Arctic_Ocean","1562"
"Android","267"
"Alberta","951"
"Arctic_Circle","396"
"Assault_rifle","4177"
"List_of_anthropologists","494"
"Astronomy_and_Astrophysics","19"
"Astronomy_and_Astrophysics/History","14"
"Actinopterygii","333"
"Albert_Einstein","4698"
"Afghanistan","3621"
"Albania","1345"
"Allah","1255"
"Antarctica","1508"
"Argentina","2665"
"Azerbaijan","668"
"Amateur_astronomy","1069"
"Aikido","1103"
"Art","2992"
"Actor","4547"
"Albania/People","13"
"Agnostida","107"
"Abortion","2394"
"Abstract_(law)","270"
"AOLamer","527"
"Alan_Alda","550"
"American_football","3172"
"American_Revolutionary_War","10971"
"Ampere","860"
"Glossary_of_American_football","520"
"Algorithm","7791"
"Annual_plant","127"
"Atlas_(disambiguation)","344"
"Mouthwash","230"
"Alexander_the_Great","3364"
"Alfred_Korzybski","348"
"Asteroids_(arcade_game)","143"
"Asparagales","136"
"Alismatales","66"
"Apiales","142"
"Asterales","223"
"Asteroid","2045"
"Allocution","556"
"Affidavit","248"
"Aries_(constellation)","632"
"Aquarius_(constellation)","397"
"Anime","5032"
"Asterism","311"
"Ankara","362"
"Arabic_language","2387"
"Aztecs","23"
"Apocalypse_Now","337"
"Alfred_Hitchcock","1601"
"Anaconda","202"
"Afghanistan/Communications","11"
"Afghanistan/Military","11"
"Afghanistan_(1911_Encyclopedia)","405"
"Altaic_languages","713"
"Austrian_German","969"
"Austria/Geography","14"
"Austria/People","21"
"Austria/Government","18"
"Austria/Economy","12"
"Austria/Communications","11"
"Austria/Transportation","16"
"Austria/Military","12"
"Austria/Foreign_relations","11"
"Anglican_Church","15"
"Axiom_of_choice","2805"
"Attila_the_Hun","2669"
"Aegean_Sea","1850"
"A_Clockwork_Orange","868"
"Amsterdam","1145"
"Museum_of_Work","58"
"Audi","331"
"Aircraft","4235"
"Aphex_Twin","435"
"Alfred_Nobel","1161"
"Alexander_Graham_Bell","1695"
"Amhrán_na_bhFiann","210"
"Anatolia","1865"
"Abiotic_factors","81"
"Apple_Inc.","1776"
"Aberdeenshire","365"
"Aztlan_Underground","113"
"Aland","77"
"Anschluss","687"
"American_Civil_War","3743"
"Andy_Warhol","786"
"AmeriKKKa's_Most_Wanted","294"
"Afrika_Bambaataa","393"
"Alp_Arslan","495"
"American_Film_Institute","322"
"Auteur_theory","2030"
"Akira_Kurosawa","623"
"Ancient_civilization","52"
"Ancient_Egypt","112"
"Analog_Brothers","134"
"Motor_neurone_disease","443"
"Abjad","448"
"Abugida","436"
"ABBA","708"
"Allegiance","181"
"Absolute_majority","169"
"Afrika_Islam","175"
"Adventure_International","75"
"Arthur_C._Clarke","763"
"Apple_Newton","1580"
"A._E._van_Vogt","191"
"April_Fools'_Day_RFC","396"
"Anna_Kournikova","991"
"Accounting","27"
"Alfons_Maria_Jakob","116"
"Agnosticism","1226"
"Aluminum","96"
"Argon","1102"
"Arsenic","1713"
"Antimony","786"
"Actinium","257"
"Americium","350"
"Astatine","725"
"Atom","5665"
"Arable_land","183"
"Aluminium","4008"
"Advanced_Chemistry","108"
"Abdication","263"
"Awk","32"
"AgoraNomic","45"
"Anglican_Communion","666"
"Arne_Kaijser","261"
"Archipelago","872"
"Arthur_Conan_Doyle","786"
"Author","994"
"Andrey_Markov","450"
"Anders_Jonas_Angstrom","268"
"Alumnus","303"
"Angst","129"
"Anxiety","284"
"A._A._Milne","645"
"Addiction","959"
"Axiom","2161"
"Alpha_(letter)","350"
"Alvin_Toffler","510"
"The_Amazing_Spider-Man","1156"
"Archie","88"
"AM","108"
"Automated_Alice/XII","37"
"Automated_Alice/XI","39"
"Automated_Alice/X","30"
"Automated_Alice/IX","27"
"Automated_Alice/VIII","33"
"Automated_Alice/VI","26"
"Automated_Alice/VII","30"
"Automated_Alice/V","25"
"Automated_Alice/IV","31"
"Automated_Alice/II","41"
"Automated_Alice/I","56"
"Automated_Alice/III","27"
"Automated_Alice","125"
"Antigua_and_Barbuda","759"
"A_Man_for_All_Seasons","716"
"Azincourt","272"
"Albert_Speer","812"
"Alliaceae","38"
"Asteraceae","419"
"Apiaceae","132"
"Axon","317"
"Agma","210"
"Aramaic_alphabet","2945"
"Arguments_for_the_existence_of_God","2389"
"AWK_(disambiguation)","16"
"As_We_May_Think","407"
"American_shot","145"
"Acute_disseminated_encephalomyelitis","127"
"Ataxia","151"
"Abdul_Alhazred","648"
"A_priori_and_a_posterior_knowledge","15"
"Ada_Lovelace","1609"
"AmbientCalculiOnline","55"
"Ambient_calculus","2203"
"August_Derleth","189"
"Alps","2327"
"A_priori_and_a_posteriori_knowledge","828"
"Albert_Camus","1225"
"Agatha_Christie","1137"
"Albert_Camus/The_Outsider","104"
"The_Plague","1193"
"Applied_ethics","580"
"Adolf_Eichmann","972"
"Absolute_value","908"
"Arches_National_Park","180"
"Analog_signal","1226"
"Arecales","72"
"And_Then_There_Were_None","631"
"Hercule_Poirot","570"
"Miss_Marple","403"
"Apple_(fruit)","1195"
"April","1079"
"August","1273"
"Aaron","310"
"April_4","666"
"April_6","572"
"April_12","627"
"April_15","872"
"April_30","814"
"August_22","849"
"August_27","760"
"Alcohol","3588"
"Achill_Island","60"
"Allen_Ginsberg","470"
"Algebraically_closed_field","542"
"August_6","776"
"Anatoly_Karpov","501"
"Aspect_ratio","883"
"Auto_racing","1472"
"Anarcho-capitalism","2008"
"Anarcho-capitalists","12"
"August_9","709"
"Aristophanes","591"
"Albert_Schweitzer","660"
"Austrian_School","668"
"Abscess","81"
"Abwehr","275"
"Ancient_Pueblo_Peoples","335"
"Aal","57"
"Aalborg_Municipality","171"
"Aarhus","164"
"Northern_cavefish","51"
"Abandonment","509"
"Abatement","335"
"Ale","379"
"Amateur","125"
"Ambrose_Bierce","350"
"Alexis_Carrel","292"
"Anthony_Eden","176"
"All_Souls'_Day","300"
"Andreas_Vesalius","11"
"Anatole_France","306"
"André_Gide","394"
"Applied_statistics","491"
"Analysis_of_variance/Random_effects_models","200"
"Analysis_of_variance/Degrees_of_freedom","278"
"Algorithms_for_calculating_variance","769"
"Almond","756"
"Antigua_and_Barbuda/Geography","13"
"Antigua_and_Barbuda/People","13"
"Government_of_Antigua_and_Barbuda","35"
"Economy_of_Antigua_and_Barbuda","93"
"Foreign_relations_of_Antigua_and_Barbuda","74"
"Antisemitism","4633"
"Armenia/Geography","14"
"Armenia/People","17"
"Armenia/Government","22"
"Armenia/Communications","13"
"Armenia/Transportation","12"
"Armenia/Transnational_issues","12"
"Argentina/Geography","23"
"Argentina/People","25"
"Argentina/Government","28"
"Argentina/Economy","61"
"Argentina/Transportation","12"
"Argentina/Foreign_relations","16"
"Geography_of_American_Samoa","115"
"Demographics_of_American_Samoa","86"
"Politics_of_American_Samoa","98"
"Economy_of_American_Samoa","87"
"Communications_in_American_Samoa","63"
"Transport_in_American_Samoa","66"
"American_Samoa/Military","19"
"Geography_of_Australia","23"
"Australia/People","45"
"Australia/Economy","29"
"Australia/Communications","21"
"Australia/Transportation","14"
"Australia/Transnational_issues","19"
"Australia/Military","14"
"Australia/Foreign_relations","22"
"Australia/Music","89"
"August_13","679"
"Avicenna","259"
"The_Ashes","316"
"Anne_Rice","705"
"Analysis","197"
"Abner_Doubleday","460"
"America's_National_Game","112"
"Amplitude_modulation","3386"
"Augustin-Jean_Fresnel","367"
"Abbot","293"
"Ardipithecus","177"
"Assembly_line","914"
"ARY_Digital","2365"
"Adelaide","265"
"Alan_Garner","201"
"August_2","683"
"Atlantic_(disambiguation)","103"
"Australia,_New_Zealand,_United_States_security_treaty","22"
"Algebraic_number","1021"
"Ankh-Morpork","113"
"Automorphism","892"
"Accordion","465"
"Artificial_intelligence","3863"
"Afro_Celt_Sound_System","130"
"Ancient_philosophy","1366"
"Anaximander","676"
"Architect","1740"
"Abbreviation","1797"
"Abstract_algebra","3747"
"Aphrodite","2066"
"April_1","544"
"Antisymmetric_relation","194"
"Aleister_Crowley","1017"
"Afterlife","818"
"Astrometry","516"
"Athena","1540"
"Amber_Diceless_Roleplaying_Game","284"
"Alloy","968"
"Articles_of_Faith","126"
"Alternative_history","153"
"Artistic_revolution","85"
"Agrarianism","136"
"Atomic","467"
"Angle","1146"
"Asa","227"
"Acoustics","989"
"Angle_tribe","453"
"Atomic_physics","219"
"American_Sign_Language","902"
"Applet","193"
"Alternate_history","1511"
"Audiogalaxy","179"
"Atomic_orbital","586"
"Amino_acid","4057"
"Alan_Turing","2547"
"Area","35"
"Astronomical_unit","1125"
"Artist","642"
"Actaeon","202"
"Anglicanism","1884"
"Airplane_(disambiguation)","93"
"Athens","1854"
"Anguilla","478"
"Anguilla/Transnational_issues","12"
"Anguilla/Military","12"
"Government_of_Anguilla","11"
"Anguilla/People","11"
"Ashmore_and_Cartier_Islands","217"
"Ashmore_and_Cartier_Islands/Geography","19"
"Ashmore_and_Cartier_Islands/People","11"
"Ashmore_and_Cartier_Islands/Government","16"
"Ashmore_and_Cartier_Islands/Transportation","14"
"Ashmore_and_Cartier_Islands/Economy","15"
"Ashmore_and_Cartier_Islands/Military","14"
"Acoustic_theory","557"
"Alexander_Mackenzie","936"
"Annexation","174"
"Atomic_bomb","58"
"Ashoka_the_Great","199"
"Archaea","1759"
"American_(word)","670"
"Ada_(programming_language)","1493"
"Alfonso_Arau","84"
"Alfonso_Cuarón","178"
"Arianism","2848"
"August_1","799"
"Antoninus_Pius","657"
"Antonine_Wall","214"
"August_3","480"
"Advanced_Encryption_Standard","1337"
"April_26","488"
"Argot","98"
"Anisotropy","210"
"Alpha_rays","12"
"Alpha_decay","386"
"Extreme_poverty","514"
"Analytical_engine","737"
"Augustus","3562"
"Geography_of_Antarctica","328"
"Demographics_of_Antarctica","189"
"Economy_of_Antarctica","119"
"Government_of_Antarctica","169"
"Communications_in_Antarctica","96"
"Transport_in_Antarctica","150"
"Military_of_Antarctica","113"
"Antarctica/History","12"
"Geography_of_Alabama","400"
"List_of_Governors_of_Alabama","706"
"Apocrypha","1281"
"Augustus_(honorific)","1060"
"Antarctic_Treaty_System","279"
"Algernon_Swinburne","161"
"Alfred_Lawson","99"
"ALCS","117"
"Ames,_Iowa","186"
"Abalone","147"
"Abbess","185"
"Human_abdomen","421"
"Abdominal_surgery","232"
"Abduction","272"
"Abensberg","85"
"Arminianism","462"
"The_Alan_Parsons_Project","361"
"Almost_all","150"
"Ada_Byron's_notes_on_the_analytical_engine","147"
"Augustine","335"
"Aromatic_hydrocarbon","1589"
"Abbey","1046"
"Annales_School","1235"
"Antimatter","969"
"Antonio_Gaudi","67"
"Antonio_Gaudi/Palau_Guell","45"
"Casa_Batlló","543"
"Park_Güell","1083"
"Casa_Milà","759"
"Antiparticle","295"
"A.D.","98"
"Art_nouveau","11"
"Arabian_Prince","224"
"August_7","576"
"August_8","582"
"April_16","444"
"Associativity","619"
"Apache_Software_Foundation","84"
"Americans_with_Disabilities_Act_of_1990","286"
"Americans_with_Disabilities_Act_of_1990/Findings_and_Purposes","43"
"Americans_with_Disabilities_Act_of_1990/Definitions","29"
"Americans_with_Disabilities_Act_of_1990/Title_III","41"
"Apple_I","171"
"Apatosaurus","137"
"Allosaurus","175"
"AK-47","3419"
"Atanasoff–Berry_Computer","372"
"A_Midsummer_Nights_Dream","76"
"ACCU_(organisation)","49"
"Andes","707"
"Anderida","93"
"Ancylopoda","100"
"European_anchovy","417"
"Anchor","156"
"Anbar_(town)","88"
"Anazarbus","88"
"Anagram","654"
"Anadyr_River","99"
"André-Marie_Ampère","3294"
"Amoeba","826"
"Ammonia","2021"
"Amethyst","342"
"Albertosaurus","144"
"Assembly_language","3017"
"Ambrosia","186"
"Ambrose","302"
"Ambracia","62"
"Amber","820"
"Amalaric","60"
"Alphorn","327"
"Alpaca","435"
"Army","723"
"Air_Force","223"
"Applied_mathematics","989"
"Alligatoridae","256"
"Aleutian_Islands","1139"
"Alderfly","135"
"Alder","174"
"Amos_Bronson_Alcott","127"
"Arachnophobia","187"
"Alabaster","202"
"Apostle","936"
"Ahab","234"
"ASIC_(disambiguation)","101"
"Dasyproctidae","188"
"Æesop","411"
"Algol","241"
"Amazing_Grace","103"
"AOL","526"
"Algebra","964"
"Anno_Domini","2443"
"AV","215"
"Amino_group","215"
"Alcuin","290"
"Angilbert","210"
"Antony_van_Leeuwenhoek","15"
"Amine","821"
"April_29","617"
"August_14","686"
"Absolute_zero","1004"
"Adiabatic_process","338"
"Antoni_van_Leeuwenhoek","194"
"Amide","946"
"Animism","939"
"Antonio_Vivaldi","764"
"Adrian","90"
"Adriatic_sea","985"
"Aar","123"
"Abgar","157"
"Abbotsford_House","59"
"Abraham","1282"
"Abraxas","173"
"Absalom","130"
"Abydos","157"
"Abydos,_Egypt","830"
"Abydos,_Hellespont","139"
"August_15","765"
"Abu_al-Fida","54"
"Acacia","454"
"Acapulco","168"
"Adriatic_Sea","1131"
"August_16","759"
"Alan_Kay","333"
"APL_(programming_language)","694"
"ALGOL","1322"
"AWK","768"
"Augustus_De_Morgan","544"
"Asgard","476"
"Apollo_program","1443"
"AutoLisp","17"
"Assault","153"
"Australian_Prime_Ministers","19"
"Álfheimr","258"
"Ask_and_Embla","236"
"Alabama_River","65"
"Alain_de_Lille","131"
"Alamanni","995"
"Aland_Islands","313"
"American_Stock_Exchange","434"
"August_17","572"
"August_12","724"
"Constitutional_history_of_Australia","727"
"Alfred_Russel_Wallace","554"
"Australian_Labor_Party","671"
"August_18","526"
"August_19","701"
"August_20","647"
"August_21","605"
"Dodo_(Alice's_Adventures_in_Wonderland)","148"
"Lory","139"
"Eaglet_(Alice's_Adventures_in_Wonderland)","63"
"Albert","75"
"Albert_I","60"
"Albert_II","89"
"Albert_III","51"
"Albert_Alcibiades,_Margrave_of_Brandenburg-Kulmbach","78"
"Albert_the_Bear","195"
"Albert_II_of_Hapsburg","48"
"Albert_of_Mainz","117"
"Albert,_Duke_of_Prussia","339"
"Albert_III,_Elector_of_Saxony","75"
"Albert_the_Degenerate","68"
"Albert_Of_Aix","111"
"August_25","715"
"Aachen","507"
"Agate","362"
"Aspirin","924"
"Abner","46"
"Ahmed_I","146"
"Ahmed_II","34"
"Ahmed_III","156"
"Ainu_people","1144"
"Aix","60"
"Acorn_(fruit_of_the_oak_tree)","124"
"Acropolis","335"
"Acupuncture","318"
"Adder","100"
"Adirondacks","60"
"Aeneas","870"
"April_13","496"
"Amaranth","273"
"Agapanthus_africanus","235"
"Agamemnon","694"
"Aga_Khan_I","56"
"Aga_Khan_III","87"
"Agasias","285"
"Alexander_Emanuel_Agassiz","56"
"Agathon","68"
"Agesilaus_II","66"
"Agis","84"
"Antonio_Agliardi","55"
"Agnes_of_Merania","64"
"Agni","166"
"Agrippina_the_Elder","314"
"Agrippina_the_Younger","1018"
"American_Chinese_cuisine","208"
"Ahenobarbus","179"
"Ahmad_Shah_Durrani","160"
"Aidan_of_Dalriada","69"
"Aidan_of_Lindisfarne","89"
"Arthur_Aikin","67"
"Ailanthus","63"
"Aimoin","48"
"Akkad","690"
"Ajax_the_Lesser","251"
"Ajax_(mythology)","404"
"Ajax","287"
"Alaric_I","571"
"Alaric_II","133"
"Albategnius","132"
"Albertus_Magnus","371"
"Albion","184"
"Alboin","165"
"Afonso_de_Albuquerque","588"
"Alcaeus_(poet)","146"
"Alcamenes","64"
"Alcmene","243"
"Alcidamas","61"
"Aldine_Press","61"
"Aldred","41"
"Alexander_of_Battenberg","32"
"Alexander_I_of_Epirus","104"
"Alexander_Balas","134"
"Alexander_of_Pherae","75"
"Alexander_II_of_Epirus","105"
"Alexander_Jagiellon","113"
"Alexander_I_of_Russia","810"
"Alexander_II_of_Russia","2549"
"Alexander_III_of_Russia","1112"
"Alexander_I_of_Scotland","177"
"Alexander_II_of_Scotland","171"
"Alexander_I_of_Serbia","119"
"Alexander_III_of_Scotland","299"
"Alexander_of_Greece","155"
"Alexander_Cornelius","91"
"Alexander_of_Aphrodisias","114"
"Alexander_Severus","293"
"Alexander","145"
"Alexander_I","140"
"Alexander_II","96"
"Alexander_III","259"
"Alexander_Aetolus","77"
"Alexander_Jannaeus","96"
"Alexander_IV","77"
"Alexandrists","35"
"Alexios_I_Komnenos","735"
"Alexis","245"
"Alexios_II_Komnenos","119"
"Alexios_III_Angelos","157"
"Alexios_V_Doukas","158"
"Alexei_Petrovich,_Tsarevich_of_Russia","97"
"Andrew_Jackson","2230"
"Andrew_Johnson","679"
"Aleksandr_Solzhenitsyn","691"
"Aberdeen","834"
"August_23","866"
"August_24","960"
"Antipope","1032"
"Aquaculture","366"
"Kolmogorov_complexity","2060"
"Antoine_de_Saint-Exupery","45"
"Hymn_to_Proserpine","75"
"The_Triumph_of_Time","51"
"April_28","458"
"Alfred_the_Great","1222"
"Alfred_Ernest_Albert","82"
"Alessandro_Algardi","261"
"Alger_of_Liège","60"
"Algiers","416"
"Ibn_al-Haytham","290"
"Alessandro_Allori","166"
"Almoravid_dynasty","266"
"Aloe","133"
"Alyattes_II","192"
"Age_of_consent","2063"
"Alypius_of_Antioch","78"
"Amalasuntha","127"
"Amalric_of_Bena","102"
"Afonso_I_of_Portugal","218"
"Afonso_II_of_Portugal","75"
"Afonso_III_of_Portugal","77"
"Afonso_IV_of_Portugal","78"
"Afonso_V_of_Portugal","190"
"Afonso_VI_of_Portugal","99"
"Alphonso_I_of_Spain","26"
"Alfonso_II_of_Asturias","90"
"Alphonso_III_of_Spain","32"
"Alphonso_IV_of_Spain","31"
"Alfonso_V_of_Spain","34"
"Amara_Sinha","55"
"Alphonso_VI_of_Spain","35"
"Alphonso_VII_of_Spain","35"
"Alphonso_VIII_of_Spain","40"
"Alfonso_IX_of_Spain","93"
"Alphonso_X_of_Spain","33"
"Alphonso_XI_of_Spain","28"
"Alfonso_XII_of_Spain","439"
"Alfonso_XIII_of_Spain","530"
"Alphonsus_a_Sancta_Maria","81"
"Alfonso_the_Battler","205"
"Amaryllis","235"
"Amasis_I","99"
"Alfonso_III_of_Aragon","144"
"Alfonso_IV_of_Aragon","130"
"Amasis_II","125"
"Alfonso_V_of_Aragon","74"
"Amathus","73"
"Alfonso","205"
"Alfonso_I","102"
"Amati","318"
"Alfonso_II","67"
"Alfonso_III","67"
"Amazon_(people)","191"
"Alfonso_IV","73"
"Amazons","797"
"Alfonso_V","76"
"Ambergris","204"
"Ambiorix","119"
"Alfonso_VI","69"
"August_Wilhelm_Ambros","63"
"Amazon_River","2015"
"Alured_of_Beverley","101"
"April_22","539"
"August_31","708"
"Autpert_Ambrose","39"
"Abu_Bakr","461"
"Ambrose_the_Camaldulian","58"
"Ambrosians","61"
"Ambrosiaster","57"
"Ambrosius_Aurelianus","183"
"Amun","471"
"Ammon","130"
"Ammonius_Hermiae","37"
"Ammonius_Saccas","189"
"Amorites","153"
"Book_of_Amos","265"
"Amphipolis","61"
"Amram","60"
"Amyntas_I_of_Macedon","78"
"Amyntas_III_of_Macedon","74"
"Anacharsis","307"
"Anacreon_(poet)","217"
"Anah","98"
"Ananda","154"
"Ananias","99"
"Anaxagoras","271"
"Anaxarchus","115"
"Arnold_Mathew","100"
"Anastasius_I","68"
"Anastasius_II","61"
"Anaximenes_of_Lampsacus","104"
"Anastasius","55"
"Anaximenes_of_Miletus","203"
"Ancus_Marcius","409"
"Andaman_Islands","619"
"Alexander_Anderson_(mathematician)","163"
"Andocides","71"
"Andrea_Andreani","105"
"Andrew_II_of_Hungary","179"
"An_Enquiry_concerning_Human_Understanding","206"
"André_de_Longjumeau","237"
"Andriscus","87"
"Andronikos_III_Palaiologos","137"
"Andronikos_II_Palaiologos","157"
"Andronikos_I_Komnenos","219"
"Andronicus_of_Cyrrhus","97"
"Andronicus_of_Rhodes","165"
"Andronicus","100"
"Asteroid_Belt","11"
"Ammianus_Marcellinus","273"
"ALICE","426"
"Apollo_13","363"
"Apollo_7","172"
"Apollo_9","129"
"Arthritis","301"
"April_2","466"
"Acetylene","863"
"Alfred","71"
"August_28","712"
"Aisha","122"
"Athenian_democracy","16"
"Arabic_numerals","2899"
"April_9","870"
"ABM","60"
"Apuleius","236"
"Alexander_Selkirk","341"
"Anti-ballistic_missile","548"
"August_29","618"
"August_30","547"
"Acre","602"
"Acre,_Palestine","24"
"ATP","274"
"Adenosine_triphosphate","1990"
"Ægir","249"
"Antibiotic","1221"
"Arnold_Schwarzenegger","925"
"ASA","94"
"Actium","430"
"Amide_hydrolysis","309"
"Amway","842"
"Adam_Smith","2065"
"Antoine_Lavoisier","4434"
"Alan_Cox","313"
"A_roll","258"
"Adolph_Wilhelm_Hermann_Kolbe","674"
"April_18","671"
"April_23","920"
"Amitabh_Bachchan","83"
"Allomorph","414"
"Allophone","1210"
"Affix","609"
"Allegory","353"
"Allotropy","1665"
"Agathocles","208"
"Economy_of_Alberta","81"
"Augustin_Louis_Cauchy","847"
"Archimedes","2040"
"Alternative_medicine","477"
"Archimedean_solid","787"
"African_Languages","27"
"Airbus_Industrie","322"
"Antiprism","251"
"Ecology_of_Africa","447"
"Geography_of_Africa","682"
"Approval_voting","441"
"Aromatic_compound","272"
"Arizona_State_University","174"
"April_14","541"
"Astoria,_Oregon","239"
"Alarums_and_Excursions","47"
"Alfred_Jarry","258"
"Amalric","55"
"Amalric_I_of_Jerusalem","144"
"Amalric_II_of_Jerusalem","83"
"Anthemius_of_Tralles","200"
"Absalon","148"
"Adhemar_of_Le_Puy","102"
"Adhemar_de_Chabannes","85"
"Alfonso,_Count_of_Poitou","166"
"Alfonso_Jordan","71"
"Ambroise","72"
"Art_Deco","593"
"ASCII_art","2518"
"Autoerotic_asphyxiation","1895"
"Alexius","65"
"Ban_on_assault_rifles","254"
"American_English","1472"
"Albert_Spalding","281"
"Africa_Alphabet","305"
"Acquire","143"
"Australian_English","1789"
"American_Airlines_Flight_11","3870"
"American_Airlines_Flight_77","2828"
"Ambush","377"
"Astronomical_aberration","116"
"Abzyme","209"
"Adaptive_radiation","434"
"Agarose_gel_electrophoresis","1826"
"Allele","658"
"Ampicillin","518"
"Annealing","154"
"Antibiotic_resistance","582"
"Antigen","200"
"Autosome","317"
"Antwerp_(disambiguation)","190"
"Aquila","147"
"Al-Qaeda","4108"
"Alessandro_Volta","1339"
"Argo_Navis","211"
"Andromeda_(mythology)","438"
"Antlia","94"
"Ara_(constellation)","70"
"Auriga","126"
"Arkansas","553"
"Atmosphere_(disambiguation)","2186"
"Apus","77"
"Abadan","150"
"Attorney","29"
"Alexander_Fleming","1283"
"Andrew_Carnegie","359"
"Approximant_consonant","455"
"Astronomer_Royal","255"
"Aeon","116"
"Airline","2191"
"Australian_Democrats","158"
"Australian_Capital_Territory","279"
"Animaniacs","224"
"Unit_of_alcohol","208"
"Aotus","130"
"Ally_McBeal","188"
"Andreas_Capellanus","240"
"American_Civil_Liberties_Union","478"
"Aslan","133"
"AT_bus_architecture","128"
"Adobe_Systems","242"
"Alexander_Technique","160"
"Automatic_telephone_exchange","260"
"Andrea_Alciato","141"
"Arizona","1024"
"Apparent_magnitude","934"
"Absolute_magnitude","927"
"Apollo_1","537"
"Apollo_10","172"
"Apollo_12","568"
"Apollo_14","154"
"Apollo_15","200"
"Apollo_16","149"
"Apollo_17","395"
"Air_transport","546"
"American_Revolution","33"
"April_17","464"
"Alan_Ayckbourn","2008"
"Adamnan","80"
"Architectural_engineering","738"
"Alpha_Centauri","422"
"Amiga","1317"
"Asbestos","606"
"Absorption","748"
"Actinophryid","106"
"Abel_Tasman","1087"
"August_5","676"
"Angula","199"
"Alan_Ayckbourn/Plays","250"
"ASP","235"
"Algebraic_geometry","1592"
"Austin,_Texas","439"
"Argument_from_common_consent","268"
"Argument_from_morality","369"
"Auschwitz_concentration_camp","1670"
"Archery","1002"
"Al_Qaeda","13"
"Alvar_Aalto","179"
"American_and_British_English_differences","3405"
"Atomic_semantics","57"
"Antarctic_Circumpolar_Current","117"
"Arbor_Day","83"
"Alfred_Ayer","779"
"André_Weil","290"
"Achaeans","661"
"Atle_Selberg","605"
"Aeschylus","508"
"Amber_Road","332"
"Atlantic_Baptist_University","150"
"American_Telephone_&_Telegraph","1551"
"Andrew_Wiles","1119"
"Ambient","128"
"Anne_Brontë","217"
"Augustine_of_Hippo","1463"
"Acting","257"
"Aztec_Mythology","11"
"Aerospace_engineering","649"
"Delian_League","1186"
"August_Horch","157"
"Avionics","116"
"Ares","1602"
"Alexander_Grothendieck","845"
"Hostility_towards_America","4754"
"Antidisestablishmentarianism","3049"
"Alcoholics_Anonymous","279"
"Alpha_compositing","208"
"Anarchist","354"
"Array","1310"
"Advance_Australia_Fair","520"
"Aikidoka","125"
"Automatic_number_announcement_circuit","567"
"Amerigo_Vespucci","1747"
"Aristide_Maillol","218"
"Antonio_Canova","311"
"Auguste_Rodin","1031"
"Ann_Arbor,_Michigan","436"
"Act_of_Settlement_1701","389"
"Andrew_Jackson/First_Inaugural_Address","35"
"Andrew_Jackson/Second_Inaugural_Address","23"
